"sample","mother","history","ramp","time","fvfm","C.SH","D.SH","tot.SH"
"5_10","5","A'","cool",14,"0.559",NA,NA,NA
"5_10","5","A'","cool",21,"0.535",NA,NA,NA
"5_10","5","A'","cool",28,"0.477",0.037636717,0,0.037636717
"5_10","5","A'","cool",35,"0.457",NA,NA,NA
"5_10","5","A'","cool",42,"0.479",NA,NA,NA
"5_10","5","A'","cool",49,"0.383",NA,NA,NA
"5_10","5","A'","cool",56,"0.309",NA,NA,NA
"5_10","5","A'","cool",63,"0.273",0.011310299,0,0.011310299
"5_12","5","F*","heat",0,"0.557",0.000128739,0.433297562,0.433426301
"5_12","5","F*","heat",7,"0.533",NA,NA,NA
"5_12","5","F*","heat",14,"0.51",NA,NA,NA
"5_12","5","F*","heat",21,"0.472",NA,NA,NA
"5_12","5","F*","heat",28,"0.389",0,0.05134221,0.05134221
"5_12","5","F*","heat",35,"0.254",NA,NA,NA
"5_12","5","F*","heat",42,NA,0,0.003498612,0.003498612
"5_13","5","E*","cool",0,"0.513",0.010862923,0.668442068,0.679304991
"5_13","5","E*","cool",7,"0.456",NA,NA,NA
"5_13","5","E*","cool",14,"0.456",NA,NA,NA
"5_13","5","E*","cool",21,"0.41",NA,NA,NA
"5_13","5","E*","cool",28,"0.35",0.004142407,0.153941674,0.158084081
"5_13","5","E*","cool",35,"0.386",NA,NA,NA
"5_13","5","E*","cool",42,"0.365",0.081018499,0.693367337,0.774385836
"5_13","5","E*","cool",49,"0.274",NA,NA,NA
"5_13","5","E*","cool",56,"0.231",NA,NA,NA
"5_13","5","E*","cool",63,"0.179",0.007405771,2.52764191,2.535047681
"5_15","5","A*","cool",0,"0.481",NA,NA,NA
"5_15","5","A*","cool",7,"0.47",NA,NA,NA
"5_15","5","A*","cool",14,"0.445",NA,NA,NA
"5_15","5","A*","cool",21,"0.442",NA,NA,NA
"5_15","5","A*","cool",28,"0.395",0.001463218,0.781468241,0.782931459
"5_15","5","A*","cool",35,"0.437",NA,NA,NA
"5_15","5","A*","cool",42,"0.402",0.003281684,0.842295397,0.845577081
"5_15","5","A*","cool",49,"0.317",NA,NA,NA
"5_15","5","A*","cool",56,"0.322",NA,NA,NA
"5_15","5","A*","cool",63,"0.208",NA,NA,NA
"5_19","5","E'","cool",0,"0.546",0.121173458,0.004427481,0.125600939
"5_19","5","E'","cool",7,"0.508",NA,NA,NA
"5_19","5","E'","cool",14,"0.501",NA,NA,NA
"5_19","5","E'","cool",21,"0.442",NA,NA,NA
"5_19","5","E'","cool",28,"0.41",0.136658909,0.00968114,0.146340049
"5_19","5","E'","cool",35,"0.449",NA,NA,NA
"5_19","5","E'","cool",42,"0.387",0.288248119,0.004572444,0.292820563
"5_19","5","E'","cool",49,"0.293",NA,NA,NA
"5_19","5","E'","cool",56,"0.152",NA,NA,NA
"5_19","5","E'","cool",63,"0.218",0.006574316,0.004174277,0.010748593
"5_2","5","D*","heat",0,"0.491",3.75503e-05,3.299448467,3.2994860173
"5_2","5","D*","heat",7,"0.502",NA,NA,NA
"5_2","5","D*","heat",14,"0.485",NA,NA,NA
"5_2","5","D*","heat",21,"0.437",NA,NA,NA
"5_2","5","D*","heat",28,"0.304",2.66535e-05,0.078179069,0.0782057225
"5_2","5","D*","heat",35,"0.179",NA,NA,NA
"5_2","5","D*","heat",42,"0.237",0,0.035816318,0.035816318
"5_20","5","B*","heat",0,"0.523",0.00026009,0.657159472,0.657419562
"5_20","5","B*","heat",7,"0.559",NA,NA,NA
"5_20","5","B*","heat",14,"0.507",NA,NA,NA
"5_20","5","B*","heat",21,"0.468",NA,NA,NA
"5_20","5","B*","heat",28,"0.425",1.38062e-05,0.429252753,0.4292665592
"5_20","5","B*","heat",35,"0.346",NA,NA,NA
"5_20","5","B*","heat",42,NA,8.23598e-06,0.003251912,0.00326014798
"5_21","5","A*","cool",0,"0.512",0.004364618,0.103337303,0.107701921
"5_21","5","A*","cool",7,"0.505",NA,NA,NA
"5_21","5","A*","cool",14,"0.486",NA,NA,NA
"5_21","5","A*","cool",21,"0.429",NA,NA,NA
"5_21","5","A*","cool",28,"0.391",0.014741799,0.946245755,0.960987554
"5_21","5","A*","cool",35,"0.448",NA,NA,NA
"5_21","5","A*","cool",42,"0.368",0.01021966,0.583896714,0.594116374
"5_21","5","A*","cool",49,"0.313",NA,NA,NA
"5_21","5","A*","cool",56,"0.253",NA,NA,NA
"5_21","5","A*","cool",63,"0.208",0.000352186,0.092598317,0.092950503
"5_22","5","D'","heat",0,"0.481",0,0.304789383,0.304789383
"5_22","5","D'","heat",7,"0.485",NA,NA,NA
"5_22","5","D'","heat",14,"0.489",NA,NA,NA
"5_22","5","D'","heat",21,"0.415",NA,NA,NA
"5_22","5","D'","heat",28,"0.316",0,0.201076776,0.201076776
"5_22","5","D'","heat",35,"0.201",NA,NA,NA
"5_22","5","D'","heat",42,"0.157",0,0.021728013,0.021728013
"5_26","5","F'","heat",0,"0.531",0.002648767,0.930039247,0.932688014
"5_26","5","F'","heat",7,"0.526",NA,NA,NA
"5_26","5","F'","heat",14,"0.516",NA,NA,NA
"5_26","5","F'","heat",21,"0.475",NA,NA,NA
"5_26","5","F'","heat",28,"0.427",1.91699e-05,0.178519451,0.1785386209
"5_26","5","F'","heat",35,"0.262",NA,NA,NA
"5_26","5","F'","heat",42,NA,4.86266e-06,0.000828518,0.00083338066
"5_27","5","E*","cool",0,"0.491",0.002143392,5.132282964,5.134426356
"5_27","5","E*","cool",7,"0.467",NA,NA,NA
"5_27","5","E*","cool",14,"0.443",NA,NA,NA
"5_27","5","E*","cool",21,"0.363",NA,NA,NA
"5_27","5","E*","cool",28,"0.36",0.001748625,1.380125609,1.381874234
"5_27","5","E*","cool",35,"0.382",NA,NA,NA
"5_27","5","E*","cool",42,"0.31",NA,NA,NA
"5_27","5","E*","cool",49,"0.306",NA,NA,NA
"5_27","5","E*","cool",56,"0.264",NA,NA,NA
"5_27","5","E*","cool",63,"0.15",NA,NA,NA
"5_3","5","C'","cool",0,"0.504",NA,NA,NA
"5_3","5","C'","cool",14,"0.48",NA,NA,NA
"5_3","5","C'","cool",21,"0.373",NA,NA,NA
"5_3","5","C'","cool",28,"0.357",NA,NA,NA
"5_3","5","C'","cool",35,"0.372",NA,NA,NA
"5_3","5","C'","cool",42,"0.327",0.006461144,0.355772332,0.362233476
"5_3","5","C'","cool",49,"0.256",NA,NA,NA
"5_3","5","C'","cool",56,"0.18",NA,NA,NA
"5_31","5","B*","heat",0,"0.527",0.000102419,0.363464451,0.36356687
"5_31","5","B*","heat",7,"0.529",NA,NA,NA
"5_31","5","B*","heat",14,"0.533",NA,NA,NA
"5_31","5","B*","heat",21,"0.433",NA,NA,NA
"5_31","5","B*","heat",28,"0.363",0,0.040574718,0.040574718
"5_31","5","B*","heat",35,"0.185",NA,NA,NA
"5_31","5","B*","heat",42,"0.222",0,0.098809004,0.098809004
"5_4","5","C'","cool",0,"0.505",0.000214468,0.11879294,0.119007408
"5_4","5","C'","cool",7,"0.468",NA,NA,NA
"5_4","5","C'","cool",14,"0.43",NA,NA,NA
"5_4","5","C'","cool",21,"0.382",NA,NA,NA
"5_4","5","C'","cool",28,"0.357",0.018788328,0.001671563,0.020459891
"5_4","5","C'","cool",35,"0.366",NA,NA,NA
"5_4","5","C'","cool",42,"0.32",NA,NA,NA
"5_4","5","C'","cool",49,"0.292",NA,NA,NA
"5_4","5","C'","cool",56,"0.214",NA,NA,NA
"5_4","5","C'","cool",63,"0.147",NA,NA,NA
"5_5","5","B'","heat",0,"0.528",0.060350375,0.362713923,0.423064298
"5_5","5","B'","heat",7,"0.552",NA,NA,NA
"5_5","5","B'","heat",14,"0.478",NA,NA,NA
"5_5","5","B'","heat",21,"0.433",NA,NA,NA
"5_5","5","B'","heat",28,"0.298",8.14166e-06,0.136967475,0.13697561666
"5_5","5","B'","heat",35,"0.341",NA,NA,NA
"5_5","5","B'","heat",42,NA,0,0.001587067,0.001587067
"5_9","5","C*","cool",0,"0.482",NA,NA,NA
"5_9","5","C*","cool",7,"0.44",NA,NA,NA
"5_9","5","C*","cool",14,"0.438",NA,NA,NA
"5_9","5","C*","cool",21,"0.359",NA,NA,NA
"5_9","5","C*","cool",28,"0.331",0,2.379862174,2.379862174
"5_9","5","C*","cool",35,"0.375",NA,NA,NA
"5_9","5","C*","cool",42,"0.279",4.03954e-05,0.166434729,0.1664751244
"5_9","5","C*","cool",49,"0.253",NA,NA,NA
"5_9","5","C*","cool",56,"0.205",NA,NA,NA
"5_9","5","C*","cool",63,"0.186",1.17427e-05,0.037340183,0.0373519257
"6_11","6","24A'","heat",0,"0.55",0.006004203,0,0.006004203
"6_11","6","24A'","heat",7,"0.491",NA,NA,NA
"6_11","6","24A'","heat",14,"0.446",NA,NA,NA
"6_11","6","24A'","heat",21,"0.368",NA,NA,NA
"6_11","6","24A'","heat",28,"0.305",1.75861e-05,0.000189225,0.0002068111
"6_11","6","24A'","heat",35,"0.236",NA,NA,NA
"6_11","6","24A'","heat",42,"0",NA,NA,NA
"6_12","6","B'","heat",0,"0.487",0.017424645,0.004002002,0.021426647
"6_12","6","B'","heat",7,"0.531",NA,NA,NA
"6_12","6","B'","heat",14,"0.429",NA,NA,NA
"6_12","6","B'","heat",21,"0.359",NA,NA,NA
"6_12","6","B'","heat",28,"0.299",7.58228e-06,0.000538608,0.00054619028
"6_12","6","B'","heat",35,"0.246",NA,NA,NA
"6_12","6","B'","heat",42,"0.085",0,0.000762305,0.000762305
"6_13","6","F*","heat",0,"0.52",0.000377294,1.84510989,1.845487184
"6_13","6","F*","heat",7,"0.54",NA,NA,NA
"6_13","6","F*","heat",14,"0.501",NA,NA,NA
"6_13","6","F*","heat",21,"0.465",NA,NA,NA
"6_13","6","F*","heat",28,"0.381",8.33276e-06,0.200786425,0.20079475776
"6_13","6","F*","heat",35,"0.165",NA,NA,NA
"6_13","6","F*","heat",42,"0.149",5.64372e-06,0.007139202,0.00714484572
"6_14","6","B*","heat",0,"0.555",0.000283647,0.33113021,0.331413857
"6_14","6","B*","heat",7,"0.559",NA,NA,NA
"6_14","6","B*","heat",14,"0.524",NA,NA,NA
"6_14","6","B*","heat",21,"0.453",NA,NA,NA
"6_14","6","B*","heat",28,"0.431",0.000105481,0.894799589,0.89490507
"6_14","6","B*","heat",35,"0.151",NA,NA,NA
"6_14","6","B*","heat",42,NA,8.9796e-06,0.01898092,0.0189898996
"6_16","6","C'","cool",0,"0.492",3.25978e-05,0.037058431,0.0370910288
"6_16","6","C'","cool",7,"0.447",NA,NA,NA
"6_16","6","C'","cool",14,"0.431",NA,NA,NA
"6_16","6","C'","cool",21,"0.336",NA,NA,NA
"6_16","6","C'","cool",28,"0.343",0.000685226,0.16141447,0.162099696
"6_16","6","C'","cool",35,"0.349",NA,NA,NA
"6_16","6","C'","cool",42,"0.311",0.006983099,2.181979736,2.188962835
"6_16","6","C'","cool",49,"0.265",NA,NA,NA
"6_16","6","C'","cool",56,"0.23",NA,NA,NA
"6_16","6","C'","cool",63,"0.127",NA,NA,NA
"6_20","6","E'","cool",0,"0.527",0.010989934,0.124597473,0.135587407
"6_20","6","E'","cool",7,"0.475",NA,NA,NA
"6_20","6","E'","cool",14,"0.477",NA,NA,NA
"6_20","6","E'","cool",21,"0.381",NA,NA,NA
"6_20","6","E'","cool",28,"0.371",0.087051089,0.402618772,0.489669861
"6_20","6","E'","cool",35,"0.38",NA,NA,NA
"6_20","6","E'","cool",42,"0.351",0.059967418,0.197236798,0.257204216
"6_20","6","E'","cool",49,"0.275",NA,NA,NA
"6_20","6","E'","cool",56,"0.179",NA,NA,NA
"6_20","6","E'","cool",63,"0.153",0.002406255,0.039583557,0.041989812
"6_22","6","B'","heat",0,"0.519",0.071979667,0.000106877,0.072086544
"6_22","6","B'","heat",7,"0.517",NA,NA,NA
"6_22","6","B'","heat",14,"0.447",NA,NA,NA
"6_22","6","B'","heat",21,"0.27",NA,NA,NA
"6_22","6","B'","heat",28,"0.402",3.89056e-06,0.000750429,0.00075431956
"6_22","6","B'","heat",35,"0.269",NA,NA,NA
"6_22","6","B'","heat",42,"0",0,0,0
"6_24","6","24A'","heat",0,NA,0.206200141,0,0.206200141
"6_24","6","24A'","heat",7,"0.498",NA,NA,NA
"6_24","6","24A'","heat",14,"0.449",NA,NA,NA
"6_24","6","24A'","heat",21,"0.362",NA,NA,NA
"6_24","6","24A'","heat",28,"0.387",3.78584e-05,0,3.78584e-05
"6_24","6","24A'","heat",35,"0.335",NA,NA,NA
"6_24","6","24A'","heat",42,"0",0,0,0
"6_25","6","B*","heat",0,"0.522",0.000207724,0.113592922,0.113800646
"6_25","6","B*","heat",7,"0.525",NA,NA,NA
"6_25","6","B*","heat",14,"0.517",NA,NA,NA
"6_25","6","B*","heat",21,"0.359",NA,NA,NA
"6_25","6","B*","heat",28,"0.424",5.86117e-05,0.097162791,0.0972214027
"6_25","6","B*","heat",35,"0.141",NA,NA,NA
"6_25","6","B*","heat",42,"0.172",0.00090699,0.343170756,0.344077746
"6_26","6","D*","heat",0,"0.505",3.08146e-05,1.080625511,1.0806563256
"6_26","6","D*","heat",7,"0.552",NA,NA,NA
"6_26","6","D*","heat",14,"0.486",NA,NA,NA
"6_26","6","D*","heat",21,"0.446",NA,NA,NA
"6_26","6","D*","heat",28,"0.337",1.64072e-05,0.427232104,0.4272485112
"6_26","6","D*","heat",35,"0.325",NA,NA,NA
"6_26","6","D*","heat",42,"0.255",1.42274e-05,0.009064864,0.0090790914
"6_27","6","A*","cool",0,"0.494",0.009337336,1.146207776,1.155545112
"6_27","6","A*","cool",7,"0.473",NA,NA,NA
"6_27","6","A*","cool",14,"0.459",NA,NA,NA
"6_27","6","A*","cool",21,"0.438",NA,NA,NA
"6_27","6","A*","cool",28,"0.393",0.007202332,0.401444125,0.408646457
"6_27","6","A*","cool",35,"0.427",NA,NA,NA
"6_27","6","A*","cool",42,"0.386",0.012061223,0.626826964,0.638888187
"6_27","6","A*","cool",49,"0.285",NA,NA,NA
"6_27","6","A*","cool",56,"0.275",NA,NA,NA
"6_27","6","A*","cool",63,"0.172",0.041152533,7.181782329,7.222934862
"6_28","6","D*","heat",0,"0.511",6.82012e-06,0.567328184,0.56733500412
"6_28","6","D*","heat",7,"0.515",NA,NA,NA
"6_28","6","D*","heat",14,"0.517",NA,NA,NA
"6_28","6","D*","heat",21,"0.48",NA,NA,NA
"6_28","6","D*","heat",28,"0.381",5.48922e-06,0.025382845,0.02538833422
"6_28","6","D*","heat",35,"0.145",NA,NA,NA
"6_28","6","D*","heat",42,"0.17",0,0.040275535,0.040275535
"6_30","6","D'","heat",0,"0.511",4.56811e-05,0.336323828,0.3363695091
"6_30","6","D'","heat",7,"0.526",NA,NA,NA
"6_30","6","D'","heat",14,"0.541",NA,NA,NA
"6_30","6","D'","heat",21,"0.457",NA,NA,NA
"6_30","6","D'","heat",28,"0.359",0,0.200788283,0.200788283
"6_30","6","D'","heat",35,"0.159",NA,NA,NA
"6_30","6","D'","heat",42,"0.144",0,0.148601931,0.148601931
"6_31","6","A'","cool",0,"0.542",NA,NA,NA
"6_31","6","A'","cool",7,"0.515",NA,NA,NA
"6_31","6","A'","cool",14,"0.547",NA,NA,NA
"6_31","6","A'","cool",21,"0.513",NA,NA,NA
"6_31","6","A'","cool",28,"0.449",0.03586873,0,0.03586873
"6_31","6","A'","cool",35,"0.421",NA,NA,NA
"6_31","6","A'","cool",42,"0.419",0.06950139,0,0.06950139
"6_31","6","A'","cool",49,"0.361",NA,NA,NA
"6_31","6","A'","cool",56,"0.282",NA,NA,NA
"6_31","6","A'","cool",63,"0.24",0.000670758,0,0.000670758
"6_34","6","F'","heat",0,"0.576",0.000867022,0.422880358,0.42374738
"6_34","6","F'","heat",7,"0.56",NA,NA,NA
"6_34","6","F'","heat",14,"0.532",NA,NA,NA
"6_34","6","F'","heat",21,"0.477",NA,NA,NA
"6_34","6","F'","heat",28,"0.406",7.77238e-06,0.291672128,0.29167990038
"6_34","6","F'","heat",35,"0.234",NA,NA,NA
"6_34","6","F'","heat",42,"0.159",NA,NA,NA
"6_35","6","E'","cool",0,"0.524",0.140249626,2.287736328,2.427985954
"6_35","6","E'","cool",7,"0.47",NA,NA,NA
"6_35","6","E'","cool",14,"0.47",NA,NA,NA
"6_35","6","E'","cool",21,"0.44",NA,NA,NA
"6_35","6","E'","cool",28,"0.383",0.054044213,0.492629011,0.546673224
"6_35","6","E'","cool",35,"0.365",NA,NA,NA
"6_35","6","E'","cool",42,"0.356",0.011144375,0.10162102,0.112765395
"6_35","6","E'","cool",49,"0.292",NA,NA,NA
"6_35","6","E'","cool",56,"0.213",NA,NA,NA
"6_35","6","E'","cool",63,"0.202",NA,NA,NA
"6_37","6","D'","heat",0,"0.494",0,0.097600719,0.097600719
"6_37","6","D'","heat",7,"0.505",NA,NA,NA
"6_37","6","D'","heat",14,"0.502",NA,NA,NA
"6_37","6","D'","heat",21,"0.436",NA,NA,NA
"6_37","6","D'","heat",28,"0.399",3.20999e-05,0.030859325,0.0308914249
"6_37","6","D'","heat",35,"0.208",NA,NA,NA
"6_37","6","D'","heat",42,"0.237",0,0.068204673,0.068204673
"6_38","6","C*","cool",0,"0.505",0.000314049,2.556898008,2.557212057
"6_38","6","C*","cool",7,"0.454",NA,NA,NA
"6_38","6","C*","cool",14,"0.45",NA,NA,NA
"6_38","6","C*","cool",21,"0.373",NA,NA,NA
"6_38","6","C*","cool",28,"0.372",3.03944e-06,0.19325171,0.19325474944
"6_38","6","C*","cool",35,"0.39",NA,NA,NA
"6_38","6","C*","cool",42,"0.335",5.56459e-05,0.330758745,0.3308143909
"6_38","6","C*","cool",49,"0.266",NA,NA,NA
"6_38","6","C*","cool",56,"0.205",NA,NA,NA
"6_38","6","C*","cool",63,"0.189",1.42704e-05,0.087536433,0.0875507034
"6_6","6","F'","heat",0,"0.519",0.00174387,0.279885977,0.281629847
"6_6","6","F'","heat",7,"0.526",NA,NA,NA
"6_6","6","F'","heat",14,"0.496",NA,NA,NA
"6_6","6","F'","heat",21,"0.453",NA,NA,NA
"6_6","6","F'","heat",28,"0.41",0,0.256552932,0.256552932
"6_6","6","F'","heat",35,"0.146",NA,NA,NA
"6_6","6","F'","heat",42,"0",0,0.007093234,0.007093234
"6_8","6","24A'","heat",0,NA,0.053704964,0,0.053704964
"6_8","6","24A'","heat",7,"0.507",NA,NA,NA
"6_8","6","24A'","heat",14,"0.493",NA,NA,NA
"6_8","6","24A'","heat",21,"0.362",NA,NA,NA
"6_8","6","24A'","heat",28,"0.325",NA,NA,NA
"6_8","6","24A'","heat",35,"0.225",NA,NA,NA
"6_8","6","24A'","heat",42,"0.128",0,0,0
"7_10","7","C*","cool",0,"0.509",1.05168e-05,0.091612779,0.0916232958
"7_10","7","C*","cool",7,"0.47",NA,NA,NA
"7_10","7","C*","cool",14,"0.455",NA,NA,NA
"7_10","7","C*","cool",21,"0.364",NA,NA,NA
"7_10","7","C*","cool",28,"0.376",0.001403244,0.699685769,0.701089013
"7_10","7","C*","cool",35,"0.392",NA,NA,NA
"7_10","7","C*","cool",42,"0.33",0.000620817,0.467271501,0.467892318
"7_10","7","C*","cool",49,"0.313",NA,NA,NA
"7_10","7","C*","cool",56,"0.238",NA,NA,NA
"7_10","7","C*","cool",63,"0.161",NA,NA,NA
"7_13","7","F'","heat",0,"0.506",0.003800684,0.672188938,0.675989622
"7_13","7","F'","heat",7,"0.531",NA,NA,NA
"7_13","7","F'","heat",14,"0.521",NA,NA,NA
"7_13","7","F'","heat",21,"0.486",NA,NA,NA
"7_13","7","F'","heat",28,"0.359",2.98953e-05,0.490020679,0.4900505743
"7_13","7","F'","heat",35,"0.138",NA,NA,NA
"7_13","7","F'","heat",42,"0.25",0,0.737274528,0.737274528
"7_16","7","D*","heat",0,"0.565",NA,NA,NA
"7_16","7","D*","heat",7,"0.549",NA,NA,NA
"7_16","7","D*","heat",14,"0.507",NA,NA,NA
"7_16","7","D*","heat",21,"0.485",NA,NA,NA
"7_16","7","D*","heat",28,"0.413",0,2.420402986,2.420402986
"7_16","7","D*","heat",35,"0.194",NA,NA,NA
"7_16","7","D*","heat",42,"0.093",NA,NA,NA
"7_17","7","B'","heat",0,"0.539",NA,NA,NA
"7_17","7","B'","heat",7,"0.525",NA,NA,NA
"7_17","7","B'","heat",14,"0.482",NA,NA,NA
"7_17","7","B'","heat",21,"0.492",NA,NA,NA
"7_17","7","B'","heat",28,"0.304",6.49372e-06,0.039920037,0.03992653072
"7_17","7","B'","heat",35,"0.228",NA,NA,NA
"7_17","7","B'","heat",42,"0.112",0,0.10839079,0.10839079
"7_18","7","D'","heat",0,"0.546",NA,NA,NA
"7_18","7","D'","heat",7,"0.549",NA,NA,NA
"7_18","7","D'","heat",14,"0.514",NA,NA,NA
"7_18","7","D'","heat",21,"0.485",NA,NA,NA
"7_18","7","D'","heat",28,"0.441",0,1.556385562,1.556385562
"7_18","7","D'","heat",35,"0.128",NA,NA,NA
"7_18","7","D'","heat",42,"0",0,0.004555907,0.004555907
"7_19","7","A*","cool",0,"0.515",0.006950796,0.142573903,0.149524699
"7_19","7","A*","cool",7,"0.496",NA,NA,NA
"7_19","7","A*","cool",14,"0.501",NA,NA,NA
"7_19","7","A*","cool",21,"0.471",NA,NA,NA
"7_19","7","A*","cool",28,"0.434",0.009273744,0.125353549,0.134627293
"7_19","7","A*","cool",35,"0.408",NA,NA,NA
"7_19","7","A*","cool",42,"0.302",0.00563735,0.090866894,0.096504244
"7_19","7","A*","cool",49,"0.317",NA,NA,NA
"7_19","7","A*","cool",56,"0.264",NA,NA,NA
"7_19","7","A*","cool",63,"0.144",0.016564219,0.545712054,0.562276273
"7_2","7","C'","cool",0,"0.515",0.036607201,0.220575754,0.257182955
"7_2","7","C'","cool",7,"0.496",NA,NA,NA
"7_2","7","C'","cool",14,"0.486",NA,NA,NA
"7_2","7","C'","cool",21,"0.414",NA,NA,NA
"7_2","7","C'","cool",28,"0.388",0.069128647,0.051082455,0.120211102
"7_2","7","C'","cool",35,"0.42",NA,NA,NA
"7_2","7","C'","cool",42,"0.405",0.025058452,0.020699031,0.045757483
"7_2","7","C'","cool",49,"0.307",NA,NA,NA
"7_2","7","C'","cool",56,"0.213",NA,NA,NA
"7_2","7","C'","cool",63,"0.113",0.010176166,0.418321225,0.428497391
"7_22","7","C'","cool",0,"0.516",0.034472481,1.171464424,1.205936905
"7_22","7","C'","cool",7,"0.481",NA,NA,NA
"7_22","7","C'","cool",14,"0.496",NA,NA,NA
"7_22","7","C'","cool",21,"0.403",NA,NA,NA
"7_22","7","C'","cool",28,"0.376",0.026464255,0.188136173,0.214600428
"7_22","7","C'","cool",35,"0.417",NA,NA,NA
"7_22","7","C'","cool",42,"0.366",0.051452975,0.271921522,0.323374497
"7_22","7","C'","cool",49,"0.291",NA,NA,NA
"7_22","7","C'","cool",56,"0.196",NA,NA,NA
"7_22","7","C'","cool",63,"0.144",0.002937165,0.464647824,0.467584989
"7_26","7","F'","heat",0,"0.569",0.001134897,0.079042243,0.08017714
"7_26","7","F'","heat",7,"0.554",NA,NA,NA
"7_26","7","F'","heat",14,"0.505",NA,NA,NA
"7_26","7","F'","heat",21,"0.462",NA,NA,NA
"7_26","7","F'","heat",28,"0.319",7.47283e-05,0.873751351,0.8738260793
"7_26","7","F'","heat",35,"0.109",NA,NA,NA
"7_26","7","F'","heat",42,"0.07",0,0.017474682,0.017474682
"7_28","7","E'","cool",0,"0.558",0.07296664,0.00056452,0.07353116
"7_28","7","E'","cool",7,"0.521",NA,NA,NA
"7_28","7","E'","cool",14,"0.542",NA,NA,NA
"7_28","7","E'","cool",21,"0.488",NA,NA,NA
"7_28","7","E'","cool",28,"0.417",0.03232035,0.000200694,0.032521044
"7_28","7","E'","cool",35,"0.469",NA,NA,NA
"7_28","7","E'","cool",42,"0.433",0.082923314,0,0.082923314
"7_28","7","E'","cool",49,"0.33",NA,NA,NA
"7_28","7","E'","cool",56,"0.31",NA,NA,NA
"7_28","7","E'","cool",63,"0.271",NA,NA,NA
"7_29","7","B*","heat",0,"0.519",0.000225333,0.143878934,0.144104267
"7_29","7","B*","heat",7,"0.529",NA,NA,NA
"7_29","7","B*","heat",14,"0.524",NA,NA,NA
"7_29","7","B*","heat",21,"0.491",NA,NA,NA
"7_29","7","B*","heat",28,"0.382",0,0.26465529,0.26465529
"7_29","7","B*","heat",35,"0.118",NA,NA,NA
"7_29","7","B*","heat",42,"0.241",0,0.188562356,0.188562356
"7_31","7","C'","cool",0,"0.519",NA,NA,NA
"7_31","7","C'","cool",7,"0.49",NA,NA,NA
"7_31","7","C'","cool",14,"0.494",NA,NA,NA
"7_31","7","C'","cool",21,"0.48",NA,NA,NA
"7_31","7","C'","cool",28,"0.405",0.046740254,0.064610109,0.111350363
"7_31","7","C'","cool",35,"0.469",NA,NA,NA
"7_31","7","C'","cool",42,"0.425",0.014043796,0.018377032,0.032420828
"7_31","7","C'","cool",49,"0.325",NA,NA,NA
"7_31","7","C'","cool",56,"0.282",NA,NA,NA
"7_31","7","C'","cool",63,"0.255",NA,NA,NA
"7_35","7","F*","heat",0,"0.531",6.18069e-05,0.314689179,0.3147509859
"7_35","7","F*","heat",7,"0.534",NA,NA,NA
"7_35","7","F*","heat",14,"0.547",NA,NA,NA
"7_35","7","F*","heat",21,"0.444",NA,NA,NA
"7_35","7","F*","heat",28,"0.291",0,1.10823484,1.10823484
"7_35","7","F*","heat",35,"0.13",NA,NA,NA
"7_35","7","F*","heat",42,"0",1.44588e-05,0.025849273,0.0258637318
"7_4","7","D*","heat",0,"0.535",0,0.677760842,0.677760842
"7_4","7","D*","heat",7,"0.557",NA,NA,NA
"7_4","7","D*","heat",14,"0.49",NA,NA,NA
"7_4","7","D*","heat",21,"0.479",NA,NA,NA
"7_4","7","D*","heat",28,"0.34",0,0.283144783,0.283144783
"7_4","7","D*","heat",35,"0.225",NA,NA,NA
"7_4","7","D*","heat",42,"0.183",0,0.01974702,0.01974702
"7_5","7","A'","cool",0,"0.546",NA,NA,NA
"7_5","7","A'","cool",7,"0.539",NA,NA,NA
"7_5","7","A'","cool",14,"0.525",NA,NA,NA
"7_5","7","A'","cool",21,"0.474",NA,NA,NA
"7_5","7","A'","cool",28,"0.424",NA,NA,NA
"7_5","7","A'","cool",35,"0.444",NA,NA,NA
"7_5","7","A'","cool",42,"0.449",0.018397477,0,0.018397477
"7_5","7","A'","cool",49,"0.341",NA,NA,NA
"7_5","7","A'","cool",56,"0.296",NA,NA,NA
"7_5","7","A'","cool",63,"0.282",0.032445599,0,0.032445599
"7_6","7","F*","heat",0,"0.526",NA,NA,NA
"7_6","7","F*","heat",7,"0.551",NA,NA,NA
"7_6","7","F*","heat",14,"0.496",NA,NA,NA
"7_6","7","F*","heat",21,"0.492",NA,NA,NA
"7_6","7","F*","heat",28,"0.378",0,0.93685631,0.93685631
"7_6","7","F*","heat",35,"0.18",NA,NA,NA
"7_6","7","F*","heat",42,"0.125",0,0.022779369,0.022779369
"8_10","8","C'","cool",0,"0.496",NA,NA,NA
"8_10","8","C'","cool",7,"0.475",NA,NA,NA
"8_10","8","C'","cool",14,"0.458",NA,NA,NA
"8_10","8","C'","cool",21,"0.437",NA,NA,NA
"8_10","8","C'","cool",28,"0.384",0.014900278,0.654596705,0.669496983
"8_10","8","C'","cool",35,"0.423",NA,NA,NA
"8_10","8","C'","cool",42,"0.367",0.086068759,2.480558233,2.566626992
"8_10","8","C'","cool",49,"0.273",NA,NA,NA
"8_10","8","C'","cool",56,"0.248",NA,NA,NA
"8_10","8","C'","cool",63,"0.123",0.059710149,12.26527117,12.324981319
"8_11","8","B*","heat",0,"0.526",NA,NA,NA
"8_11","8","B*","heat",7,"0.524",NA,NA,NA
